NO_OF_CHLD,EDU_DESC,MRRY_DESC,ADDR_PRVC,OCPN_DESC,NO_OF_CHLD_prev,EDU_DESC_prev,MRRY_DESC_prev,ADDR_PRVC_prev,OCPN_DESC_prev
0.0,bachelor's degree,single,พระนครศรีอยุธยา,industrial business employee,0.0,bachelor's degree,single,พระนครศรีอยุธยา,industrial business employee
0.0,high school,single,พระนครศรีอยุธยา,service business entrepreneur,0.0,high school,married - registered,พระนครศรีอยุธยา,service business entrepreneur
0.0,doctorate's degree,single,เชียงใหม่,teacher and executive in university or equivalent institution,0.0,doctorate's degree,single,เชียงใหม่,dentist
0.0,others,single,เชียงราย,commerce employee,0.0,others,single,เชียงราย,commerce employee
0.0,bachelor's degree,single,กรุงเทพมหานคร,service business employee,0.0,less than high school,single,กรุงเทพมหานคร,"student, university student"
0.0,high school,single,กรุงเทพมหานคร,service business employee,0.0,high school,single,กรุงเทพมหานคร,commerce employee
0.0,,single,กรุงเทพมหานคร,industrial business employee,0.0,,single,ชลบุรี,industrial business employee
0.0,high school,single,อุดรธานี,freelance,0.0,high school,single,ชลบุรี,industrial business employee
0.0,high school,married,ตาก,commerce employee,0.0,high school,married,กรุงเทพมหานคร,commerce employee
0.0,bachelor's degree,married,นนทบุรี,state enterprise employee,0.0,bachelor's degree,married - registered,นนทบุรี,state enterprise employee
0.0,high school,single,แพร่,service business employee,0.0,high school,single,ปทุมธานี,industrial business employee
0.0,others,others,กรุงเทพมหานคร,unemployed,0.0,others,others,กรุงเทพมหานคร,freelance
0.0,high school,single,ลำพูน,industrial business employee,0.0,high school,married - registered,ลำพูน,industrial business employee
0.0,bachelor's degree,single,กรุงเทพมหานคร,soldier,0.0,bachelor's degree,married - registered,กรุงเทพมหานคร,government employee
0.0,bachelor's degree,single,ชลบุรี,commerce entrepreneur,0.0,bachelor's degree,single,สุโขทัย,"employee of company, store, office"
0.0,bachelor's degree,married - registered,นนทบุรี,service business entrepreneur,0.0,bachelor's degree,single,นนทบุรี,commerce entrepreneur
0.0,bachelor's degree,single,เชียงใหม่,government employee,0.0,high school,single,เชียงใหม่,"student, university student"
0.0,bachelor's degree,single,ชลบุรี,commerce entrepreneur,0.0,bachelor's degree,married - registered,ชลบุรี,commerce entrepreneur
1.0,high school,widow,กรุงเทพมหานคร,service business employee,0.0,high school,widow,กรุงเทพมหานคร,service business employee
0.0,high school,divorce,ชัยนาท,service business employee,0.0,high school,single,ปทุมธานี,industrial business employee
0.0,high school,single,ลพบุรี,service business employee,0.0,high school,married,จันทบุรี,service business employee
0.0,less than high school,married,นครพนม,agricultural/ agro industry entrepreneur,0.0,less than high school,married,นครพนม,"employee of company, store, office"
0.0,high school,single,สุราษฎร์ธานี,service business employee,0.0,high school,single,อุดรธานี,"student, university student"
0.0,bachelor's degree,single,สมุทรปราการ,service business entrepreneur,0.0,high school,single,สมุทรปราการ,service business entrepreneur
0.0,,married,กรุงเทพมหานคร,government employee,0.0,,,กรุงเทพมหานคร,freelance
0.0,bachelor's degree,married,กรุงเทพมหานคร,commerce entrepreneur,0.0,bachelor's degree,married,สงขลา,commerce entrepreneur
0.0,master's degree,single,สุราษฎร์ธานี,commerce employee,0.0,master's degree,single,สุราษฎร์ธานี,commerce employee
0.0,less than high school,single,นนทบุรี,industrial business employee,0.0,less than high school,single,นนทบุรี,commerce employee
0.0,high school,single,กรุงเทพมหานคร,commerce employee,0.0,high school,single,กรุงเทพมหานคร,"student, university student"
0.0,master's degree,single,กรุงเทพมหานคร,service business entrepreneur,0.0,vocational certificate/ diploma,single,กรุงเทพมหานคร,industrial entrepreneur
0.0,others,single,ประจวบคีรีขันธ์,government employee,0.0,others,single,ประจวบคีรีขันธ์,"student, university student"
0.0,less than high school,married,พิษณุโลก,unemployed,0.0,less than high school,married,พิษณุโลก,service business employee
0.0,high school,single,อุตรดิตถ์,service business entrepreneur,0.0,,married,กรุงเทพมหานคร,commerce entrepreneur
0.0,high school,married,ภูเก็ต,commerce entrepreneur,2.0,high school,married,ภูเก็ต,entrepreneur/ owner/ company director/ partner
0.0,high school,married,ระยอง,service business entrepreneur,0.0,high school,married,นครพนม,industrial business employee
0.0,less than high school,single,ปทุมธานี,service business employee,0.0,less than high school,single,กรุงเทพมหานคร,"student, university student"
0.0,others,single,กรุงเทพมหานคร,state enterprise employee,0.0,others,others,กรุงเทพมหานคร,"student, university student"
